"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Problem Start Time","Problem End Time","Latency (sec)","Steps Missing Start Times","Hints","Incorrects","Corrects","Avg Corrects","Steps","Avg Assistance Score","Correct First Attempts","Condition","KCs (Geometry)","Steps without KCs (Geometry)","KC List (Geometry)","KCs (KRE_circle_area)","Steps without KCs (KRE_circle_area)","KC List (KRE_circle_area)","KCs (Khushboo)","Steps without KCs (Khushboo)","KC List (Khushboo)","KCs (MJB-SQRECT-Merge)","Steps without KCs (MJB-SQRECT-Merge)","KC List (MJB-SQRECT-Merge)","KCs (MyKC)","Steps without KCs (MyKC)","KC List (MyKC)","KCs (NNEWWW)","Steps without KCs (NNEWWW)","KC List (NNEWWW)","KCs (New)","Steps without KCs (New)","KC List (New)","KCs (NewModel)","Steps without KCs (NewModel)","KC List (NewModel)","KCs (Single-KC)","Steps without KCs (Single-KC)","KC List (Single-KC)","KCs (Textbook)","Steps without KCs (Textbook)","KC List (Textbook)","KCs (Textbook-test)","Steps without KCs (Textbook-test)","KC List (Textbook-test)","KCs (Unique-step)","Steps without KCs (Unique-step)","KC List (Unique-step)","KCs (Zhulin_Textbook11_SquareRectMerge)","Steps without KCs (Zhulin_Textbook11_SquareRectMerge)","KC List (Zhulin_Textbook11_SquareRectMerge)","KCs (new KC model name)","Steps without KCs (new KC model name)","KC List (new KC model name)"
"792",792,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","CIRCLE_O",2,"1996-02-01 00:52:20","1996-02-01 00:54:00",100,0,0,1,12,1,12,0.083,11,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,12,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"793",793,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","COVERING_POOL",3,"1996-02-01 00:54:08","1996-02-01 00:55:43",95,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"794",794,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","RECTANGLE_ABCD",1,"1996-02-01 00:00:30","1996-02-01 00:01:23",53,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",3,0,30,1,0,"square-rect-area",1,0,21
"795",795,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","BUILDING_A_SIDEWALK",1,"1996-02-01 00:01:34","1996-02-01 00:03:27",113,0,0,0,9,1,9,0,9,0,1,0,"Geometry",2,0,"compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",2,0,"compose-by-addition, sq_rect-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, square-rect-area",2,0,"compose-by-addition, square-rect-area",1,0,"Single-KC",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",9,0,25,2,0,"compose-by-addition, square-rect-area",2,0,15
"796",796,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","PARALLELOGRAM_ABDE",1,"1996-02-01 00:03:40","1996-02-01 00:04:35",55,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"parallelogram-area",1,0,"area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"Single-KC",1,0,"parallelogram-area",1,0,"parallelogram-area",3,0,46,1,0,"parallelogram-area",1,1,19
"797",797,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","SQUARE_ABCD",1,"1996-02-01 00:04:45","1996-02-01 00:04:59",14,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"square-area",1,0,"area",1,0,"sq_rect-area",1,0,"square-area",1,0,"square-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"square-area",1,0,"rectangle-area",3,0,40,1,0,"square-rect-area",1,0,21
"798",798,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","PAINTING_THE_WALL",1,"1996-02-01 00:05:04","1996-02-01 00:07:00",116,0,0,0,9,1,9,0,9,0,1,0,"Geometry",2,0,"compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",2,0,"compose-by-addition, sq_rect-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, square-rect-area",2,0,"compose-by-addition, square-rect-area",1,0,"Single-KC",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",9,0,14,2,0,"compose-by-addition, square-rect-area",0,9,21.5433691904135
"799",799,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TRAPEZOID_ABCD",1,"1996-02-01 00:07:14","1996-02-01 00:10:46",212,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,7,1,0,"trapezoid-area",1,0,22
"800",800,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TRAPEZOID_AREA",1,"1996-02-01 00:12:28","1996-02-01 00:12:28",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,59,1,0,"trapezoid-area",1,0,22
"801",801,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TRAPEZOID_HEIGHT",1,"1996-02-01 00:12:56","1996-02-01 00:12:57",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,47,1,0,"trapezoid-area",1,0,22
"802",802,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TRAPEZOID_BASE",1,"1996-02-01 00:13:07","1996-02-01 00:13:08",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,8,1,0,"trapezoid-area",1,0,22
"803",803,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TRAPEZOID_ABCD",2,"1996-02-01 00:13:12","1996-02-01 00:18:36",324,0,0,1,6,2,3,0.333,2,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,7,1,0,"trapezoid-area",1,0,22
"804",804,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TRAPEZOID_HEIGHT",2,"1996-02-01 00:22:03","1996-02-01 00:23:00",57,0,0,0,2,2,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,47,1,0,"trapezoid-area",1,0,22
"805",805,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TRIANGLE_ABC",1,"1996-02-01 00:23:19","1996-02-01 00:25:21",122,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",3,0,50,1,0,"triangle-area",1,0,23
"806",806,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TRIANGLE_TRIANGLE",1,"1996-02-01 00:27:35","1996-02-01 00:27:35",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,60,1,0,"triangle-area",1,0,23
"807",807,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","PENTAGON",1,"1996-02-01 00:28:57","1996-02-01 00:34:12",315,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"808",808,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TRIANGLE_RECTANGLE",1,"1996-02-01 00:37:19","1996-02-01 00:39:29",130,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,17,2,0,"compose-by-multiplication, triangle-area",2,0,17
"809",809,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","DESIGNING_A_QUILT",1,"1996-02-01 00:42:36","1996-02-01 00:48:05",329,0,0,2,12,1,12,0.167,10,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",12,0,10,2,0,"compose-by-multiplication, triangle-area",2,0,17
"810",810,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","PENTAGON_ABCDE",1,"1996-02-01 00:48:11","1996-02-01 00:53:53",342,0,0,5,6,2,3,1.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"811",811,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","PENTAGON",2,"1996-02-01 00:55:51","1996-02-01 00:57:09",78,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"812",812,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","DESIGNING_A_QUILT",2,"1996-02-01 00:58:50","1996-02-01 01:02:35",225,0,0,0,12,1,12,0,12,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",12,0,10,2,0,"compose-by-multiplication, triangle-area",2,0,17
"813",813,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","PENTAGON_ABCDE",2,"1996-02-01 01:02:41","1996-02-01 01:05:16",155,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"814",814,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","PENTAGON",3,"1996-02-01 01:06:55","1996-02-01 01:07:48",53,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"815",815,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","PENTAGON_ABCDE",3,"1996-02-01 01:11:49","1996-02-01 01:13:01",72,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"816",816,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","CIRCLE_O",1,"1996-02-01 01:14:28","1996-02-01 01:32:40",1092,0,0,7,18,1.5,12,0.583,8,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,12,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"817",817,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","LAWN_SPRINKLER",1,"1996-02-01 01:35:28","1996-02-01 01:35:28",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,1
"818",818,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","COVERING_POOL",1,"1996-02-01 01:35:57","1996-02-01 01:37:54",117,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"819",819,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","DOG_ON_A_ROPE",1,"1996-02-01 01:38:08","1996-02-01 01:38:25",17,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,9,2,0,"circle-area, circle-circumference",2,0,2
"820",820,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","LAWN_SPRINKLER_2",1,"1996-02-01 01:38:38","1996-02-01 01:39:39",61,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,48,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"821",821,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","CIRCLE_DIAMETER",1,"1996-02-01 01:40:05","1996-02-01 01:40:29",24,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,37,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"822",822,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","CIRCLE_RADIUS",1,"1996-02-01 01:40:34","1996-02-01 01:40:54",20,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,39,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"823",823,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","CIRCLE_AREA",1,"1996-02-01 01:41:06","1996-02-01 01:43:34",148,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,58,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"824",824,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","DOG_ON_A_ROPE",2,"1996-02-01 01:43:47","1996-02-01 01:43:57",10,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,9,2,0,"circle-area, circle-circumference",2,0,2
"825",825,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","TROGS",1,"1996-02-01 01:44:13","1996-02-01 01:47:48",215,0,0,5,10,1,10,0.5,5,0,1,0,"Geometry",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",3,0,"area, compose-by-addition, equi-tri-height?",4,0,"compose-by-addition, equi-tri-height?, sq_rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",1,0,"Single-KC",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, rectangle-area, triangle-area",10,0,5,4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,14
"826",826,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","WATERING_VEGGIES",1,"1996-02-01 01:48:04","1996-02-01 01:48:31",27,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,29,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"827",827,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","POGS",1,"1996-02-01 01:48:51","1996-02-01 01:50:23",92,0,0,0,9,1,9,0,9,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",9,0,38,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"828",828,"All Data","Stu_ad3610752c4af1c3cac6638ef588e02b","Unit Area","ONE_CIRCLE_IN_CIRCLE",1,"1996-02-01 01:50:34","1996-02-01 01:50:58",24,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,56,2,0,"circle-area, compose-by-addition",2,0,5
