"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Step Name","Step Start Time","First Transaction Time","Correct Transaction Time","Step End Time","Step Duration (sec)","Correct Step Duration (sec)","Error Step Duration (sec)","First Attempt","Incorrects","Hints","Corrects","Condition","KC (Geometry)","Opportunity (Geometry)","Predicted Error Rate (Geometry)","KC (KRE_circle_area)","Opportunity (KRE_circle_area)","Predicted Error Rate (KRE_circle_area)","KC (Khushboo)","Opportunity (Khushboo)","Predicted Error Rate (Khushboo)","KC (MJB-SQRECT-Merge)","Opportunity (MJB-SQRECT-Merge)","Predicted Error Rate (MJB-SQRECT-Merge)","KC (MyKC)","Opportunity (MyKC)","Predicted Error Rate (MyKC)","KC (NNEWWW)","Opportunity (NNEWWW)","Predicted Error Rate (NNEWWW)","KC (New)","Opportunity (New)","Predicted Error Rate (New)","KC (NewModel)","Opportunity (NewModel)","Predicted Error Rate (NewModel)","KC (Single-KC)","Opportunity (Single-KC)","Predicted Error Rate (Single-KC)","KC (Textbook)","Opportunity (Textbook)","Predicted Error Rate (Textbook)","KC (Textbook-test)","Opportunity (Textbook-test)","Predicted Error Rate (Textbook-test)","KC (Unique-step)","Opportunity (Unique-step)","Predicted Error Rate (Unique-step)","KC (Zhulin_Textbook11_SquareRectMerge)","Opportunity (Zhulin_Textbook11_SquareRectMerge)","Predicted Error Rate (Zhulin_Textbook11_SquareRectMerge)","KC (new KC model name)","Opportunity (new KC model name)","Predicted Error Rate (new KC model name)"
"2406",2406,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(AREA QUESTION1)","1996-02-01 00:55:03","1996-02-01 00:55:08","1996-02-01 00:55:08","1996-02-01 00:55:08",5,5,-36.5179908922982,"correct",0,0,1,0,"Geometry",196,0.2717,"circle-area",24,0.125,"area",122,0.25,"circle-area",28,0.1233,"circle-area",28,0.1233,"circle-area",28,0.1233,"circle-area",28,0.1233,"circle-area",28,0.1233,"Single-KC",196,0.2717,"circle-area",28,0.1233,"circle-area",28,0.1233,67,2,0.109,"circle-area",28,0.1233,1,28,0.1264
"2407",2407,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(CIRCUMFERENCE QUESTION1)","1996-02-01 00:55:08","1996-02-01 00:55:15","1996-02-01 00:55:15","1996-02-01 00:55:15",7,7,-30.0897619338109,"correct",0,0,1,0,"Geometry",197,0.2716,"circle-circumference",12,0.2016,"circumference",12,0.1986,"circle-circumference",12,0.2023,"circle-circumference",12,0.202,"circle-circumference",12,0.202,"circle-circumference",12,0.2023,"circle-circumference",12,0.2023,"Single-KC",197,0.2716,"circle-circumference",12,0.202,"circle-circumference",12,0.2023,10,2,0.1901,"circle-circumference",12,0.2023,2,12,0.2065
"2408",2408,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(DIAMETER QUESTION2)","1996-02-01 00:55:15","1996-02-01 00:55:27","1996-02-01 00:55:27","1996-02-01 00:55:27",12,12,-20.7953796777912,"correct",0,0,1,0,"Geometry",198,0.2716,"circle-diameter",14,0.2725,"diameter",14,0.2697,"circle-diameter",14,0.2731,"circle-diameter",14,0.2726,"circle-diameter",14,0.2726,"circle-diameter",14,0.2731,"circle-diameter",14,0.2731,"Single-KC",198,0.2716,"circle-diameter",14,0.2726,"circle-diameter",14,0.2731,114,2,0,"circle-diameter",14,0.2731,3,14,0.2777
"2409",2409,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(AREA QUESTION2)","1996-02-01 00:55:27","1996-02-01 00:55:30","1996-02-01 00:55:30","1996-02-01 00:55:30",3,3,-10.3633128117854,"correct",0,0,1,0,"Geometry",199,0.2715,"circle-area",25,0.1159,"area",123,0.2495,"circle-area",29,0.1161,"circle-area",29,0.1162,"circle-area",29,0.1162,"circle-area",29,0.1161,"circle-area",29,0.1161,"Single-KC",199,0.2715,"circle-area",29,0.1162,"circle-area",29,0.1161,126,2,0,"circle-area",29,0.1161,1,29,0.119
"2410",2410,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(CIRCUMFERENCE QUESTION2)","1996-02-01 00:55:30","1996-02-01 00:55:37","1996-02-01 00:55:37","1996-02-01 00:55:37",7,7,-0.522030023339568,"correct",0,0,1,0,"Geometry",200,0.2715,"circle-circumference",13,0.1913,"circumference",13,0.1892,"circle-circumference",13,0.1918,"circle-circumference",13,0.1915,"circle-circumference",13,0.1915,"circle-circumference",13,0.1918,"circle-circumference",13,0.1918,"Single-KC",200,0.2715,"circle-circumference",13,0.1915,"circle-circumference",13,0.1918,105,2,0.1614,"circle-circumference",13,0.1918,2,13,0.1956
"2411",2411,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(RADIUS QUESTION3)","1996-02-01 00:55:37","1996-02-01 00:55:43","1996-02-01 00:55:44","1996-02-01 00:55:44",7,9.50726382444677,7.00000000000001,"incorrect",1,0,1,0,"Geometry",201,0.2714,"circle-area",26,0.1074,"area",124,0.2491,"circle-area",30,0.1093,"circle-area",30,0.1094,"circle-area",30,0.1094,"circle-area",30,0.1093,"circle-area",30,0.1093,"Single-KC",201,0.2714,"circle-area",30,0.1094,"circle-area",30,0.1093,102,2,0.4692,"circle-area",30,0.1093,1,30,0.112
"2412",2412,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(DIAMETER QUESTION3)","1996-02-01 00:55:44","1996-02-01 00:55:52","1996-02-01 00:55:52","1996-02-01 00:55:52",8,8,10.9792757335049,"correct",0,0,1,0,"Geometry",202,0.2714,"circle-diameter",15,0.2651,"diameter",15,0.2634,"circle-diameter",15,0.2655,"circle-diameter",15,0.2651,"circle-diameter",15,0.2651,"circle-diameter",15,0.2655,"circle-diameter",15,0.2655,"Single-KC",202,0.2714,"circle-diameter",15,0.2651,"circle-diameter",15,0.2655,25,2,0.1023,"circle-diameter",15,0.2655,3,15,0.2698
"2413",2413,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(CIRCUMFERENCE QUESTION3)","1996-02-01 00:55:52","1996-02-01 00:55:58","1996-02-01 00:55:58","1996-02-01 00:55:58",6,6,12.2121643037181,"correct",0,0,1,0,"Geometry",203,0.2713,"circle-circumference",14,0.1814,"circumference",14,0.1801,"circle-circumference",14,0.1817,"circle-circumference",14,0.1815,"circle-circumference",14,0.1815,"circle-circumference",14,0.1817,"circle-circumference",14,0.1817,"Single-KC",203,0.2713,"circle-circumference",14,0.1815,"circle-circumference",14,0.1817,21,2,-5.55111512312578e-17,"circle-circumference",14,0.1817,2,14,0.1852
"2414",2414,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(RADIUS QUESTION4)","1996-02-01 00:55:58","1996-02-01 00:56:09","1996-02-01 00:56:10","1996-02-01 00:56:10",12,3.67299077653155,12,"incorrect",1,0,1,0,"Geometry",204,0.2713,"circle-diameter",16,0.2577,"diameter",16,0.2571,"circle-diameter",16,0.258,"circle-diameter",16,0.2576,"circle-diameter",16,0.2576,"circle-diameter",16,0.258,"circle-diameter",16,0.258,"Single-KC",204,0.2713,"circle-diameter",16,0.2576,"circle-diameter",16,0.258,28,2,0.3113,"circle-diameter",16,0.258,3,16,0.262
"2415",2415,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(DIAMETER QUESTION4)","1996-02-01 00:56:10","1996-02-01 00:56:15","1996-02-01 00:56:15","1996-02-01 00:56:15",5,5,11.430907800477,"correct",0,0,1,0,"Geometry",205,0.2713,"circle-circumference",15,0.1719,"circumference",15,0.1714,"circle-circumference",15,0.1721,"circle-circumference",15,0.1718,"circle-circumference",15,0.1718,"circle-circumference",15,0.1721,"circle-circumference",15,0.1721,"Single-KC",205,0.2713,"circle-circumference",15,0.1718,"circle-circumference",15,0.1721,101,2,0.0955,"circle-circumference",15,0.1721,2,15,0.1752
"2416",2416,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_O",2,"(AREA QUESTION4)","1996-02-01 00:56:15","1996-02-01 00:56:23","1996-02-01 00:56:23","1996-02-01 00:56:23",8,8,10.7401754383379,"correct",0,0,1,0,"Geometry",206,0.2712,"circle-area",27,0.0994,"area",125,0.2486,"circle-area",31,0.1029,"circle-area",31,0.103,"circle-area",31,0.103,"circle-area",31,0.1029,"circle-area",31,0.1029,"Single-KC",206,0.2712,"circle-area",31,0.103,"circle-area",31,0.1029,58,2,0.1065,"circle-area",31,0.1029,1,31,0.1054
"2417",2417,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","COVERING_POOL",3,"(RADIUS QUESTION1)","1996-02-01 00:56:32","1996-02-01 00:56:32","1996-02-01 00:56:32","1996-02-01 00:56:43",4,4,9.94988133553694,"correct",0,0,2,0,"Geometry",207,0.2712,"circle-area",28,0.0919,"area",126,0.2482,"circle-area",32,0.0967,"circle-area",32,0.0969,"circle-area",32,0.0969,"circle-area",32,0.0967,"circle-area",32,0.0967,"Single-KC",207,0.2712,"circle-area",32,0.0969,"circle-area",32,0.0967,22,3,0.2798,"circle-area",32,0.0967,1,32,0.0991
"2418",2418,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","COVERING_POOL",3,"(DIAMETER QUESTION1)","1996-02-01 00:56:32","1996-02-01 00:56:39","1996-02-01 00:56:39","1996-02-01 00:56:59",23,23,9.08210391402858,"correct",0,0,2,0,"Geometry",208,0.2711,"circle-diameter",17,0.2506,"diameter",17,0.2509,"circle-diameter",17,0.2507,"circle-diameter",17,0.2503,"circle-diameter",17,0.2503,"circle-diameter",17,0.2507,"circle-diameter",17,0.2507,"Single-KC",208,0.2711,"circle-diameter",17,0.2503,"circle-diameter",17,0.2507,110,3,0.2847,"circle-diameter",17,0.2507,3,17,0.2544
"2419",2419,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_DIAMETER",3,"(RADIUS QUESTION1)","1996-02-01 00:57:03","1996-02-01 00:57:03","1996-02-01 00:57:03","1996-02-01 00:57:03",0,0,8.15892159576719,"correct",0,0,1,0,"Geometry",209,0.2711,"circle-diameter",18,0.2435,"diameter",18,0.2449,"circle-diameter",18,0.2435,"circle-diameter",18,0.2432,"circle-diameter",18,0.2432,"circle-diameter",18,0.2435,"circle-diameter",18,0.2435,"Single-KC",209,0.2711,"circle-diameter",18,0.2432,"circle-diameter",18,0.2435,90,3,0.0664,"circle-diameter",18,0.2435,3,18,0.2469
"2420",2420,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_DIAMETER",3,"(AREA QUESTION1)","1996-02-01 00:57:03","1996-02-01 00:57:05","1996-02-01 00:57:05","1996-02-01 00:57:05",2,2,7.20241280270713,"correct",0,0,1,0,"Geometry",210,0.271,"circle-pi",5,0.1245,"area",127,0.2477,"circle-area",33,0.091,"circle-area",33,0.0911,"circle-area",33,0.0911,"circle-area",33,0.091,"circle-area",33,0.091,"Single-KC",210,0.271,"circle-area",33,0.0911,"circle-area",33,0.091,36,3,0.0199,"circle-area",33,0.091,1,33,0.0932
"2421",2421,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_DIAMETER",3,"(CIRCUMFERENCE QUESTION1)","1996-02-01 00:57:05","1996-02-01 00:57:10","1996-02-01 00:57:10","1996-02-01 00:57:10",5,5,6.23465595680278,"correct",0,0,1,0,"Geometry",211,0.271,"circle-circumference",16,0.1628,"circumference",16,0.163,"circle-circumference",16,0.1628,"circle-circumference",16,0.1626,"circle-circumference",16,0.1626,"circle-circumference",16,0.1628,"circle-circumference",16,0.1628,"Single-KC",211,0.271,"circle-circumference",16,0.1626,"circle-circumference",16,0.1628,35,3,0.1673,"circle-circumference",16,0.1628,2,16,0.1656
"2422",2422,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_AREA",3,"(RADIUS QUESTION3)","1996-02-01 00:57:17","1996-02-01 00:57:17","1996-02-01 00:57:17","1996-02-01 00:57:17",0,0,5.27772948000853,"correct",0,0,1,0,"Geometry",212,0.2709,"circle-area",29,0.085,"area",128,0.2473,"circle-area",34,0.0855,"circle-area",34,0.0856,"circle-area",34,0.0856,"circle-area",34,0.0855,"circle-area",34,0.0855,"Single-KC",212,0.2709,"circle-area",34,0.0856,"circle-area",34,0.0855,118,3,0.4328,"circle-area",34,0.0855,1,34,0.0875
"2423",2423,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_AREA",3,"(DIAMETER QUESTION3)","1996-02-01 00:57:17","1996-02-01 00:57:31","1996-02-01 00:57:31","1996-02-01 00:57:31",14,14,4.35371179427874,"correct",0,0,1,0,"Geometry",213,0.2709,"circle-diameter",19,0.2366,"diameter",19,0.2389,"circle-diameter",19,0.2364,"circle-diameter",19,0.2361,"circle-diameter",19,0.2361,"circle-diameter",19,0.2364,"circle-diameter",19,0.2364,"Single-KC",213,0.2709,"circle-diameter",19,0.2361,"circle-diameter",19,0.2364,93,3,0.4601,"circle-diameter",19,0.2364,3,19,0.2396
"2424",2424,"All Data","Stu_9fb3481981a38a7299e9b3c96e0d0218","Unit Area","CIRCLE_AREA",3,"(CIRCUMFERENCE QUESTION3)","1996-02-01 00:57:31","1996-02-01 00:57:38","1996-02-01 00:57:38","1996-02-01 00:57:38",7,7,3.4846813215678,"correct",0,0,1,0,"Geometry",214,0.2709,"circle-circumference",17,0.1541,"circumference",17,0.1549,"circle-circumference",17,0.1539,"circle-circumference",17,0.1538,"circle-circumference",17,0.1538,"circle-circumference",17,0.1539,"circle-circumference",17,0.1539,"Single-KC",214,0.2709,"circle-circumference",17,0.1538,"circle-circumference",17,0.1539,72,3,0.2951,"circle-circumference",17,0.1539,2,17,0.1565
"2425",2425,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","RECTANGLE_ABCD",1,"(AREA QUESTION1)","1996-02-01 00:00:38","1996-02-01 00:00:38","1996-02-01 00:00:38","1996-02-01 00:00:38",0,-8.88178419700125e-16,2.69271648383008,"correct",0,0,1,0,"Geometry",1,0.1272,"rectangle-area",1,0.0415,"area",1,0.1258,"sq_rect-area",1,0.0387,"rectangle-area",1,0.0417,"rectangle-area",1,0.0417,"square-rect-area",1,0.0387,"square-rect-area",1,0.0387,"Single-KC",1,0.1272,"rectangle-area",1,0.0417,"rectangle-area",1,0.0387,24,1,0.0293,"square-rect-area",1,0.0387,9,1,0.0345
"2426",2426,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","RECTANGLE_ABCD",1,"(HEIGHT QUESTION2)","1996-02-01 00:00:38","1996-02-01 00:00:47","1996-02-01 00:00:47","1996-02-01 00:00:47",9,9,1.99989570301995,"correct",0,0,1,0,"Geometry",2,0.1272,"rectangle-area",2,0.0401,"area",2,0.1255,"sq_rect-area",2,0.0379,"rectangle-area",2,0.0403,"rectangle-area",2,0.0403,"square-rect-area",2,0.0379,"square-rect-area",2,0.0379,"Single-KC",2,0.1272,"rectangle-area",2,0.0403,"rectangle-area",2,0.0379,99,1,0.0537,"square-rect-area",2,0.0379,9,2,0.0333
"2427",2427,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","RECTANGLE_ABCD",1,"(BASE QUESTION3)","1996-02-01 00:00:47","1996-02-01 00:00:56","1996-02-01 00:00:56","1996-02-01 00:00:56",9,9,1.4282974010918,"correct",0,0,1,0,"Geometry",3,0.1272,"rectangle-area",3,0.0387,"area",3,0.1253,"sq_rect-area",3,0.037,"rectangle-area",3,0.0389,"rectangle-area",3,0.0389,"square-rect-area",3,0.037,"square-rect-area",3,0.037,"Single-KC",3,0.1272,"rectangle-area",3,0.0389,"rectangle-area",3,0.037,41,1,0.041,"square-rect-area",3,0.037,9,3,0.0321
"2428",2428,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","BUILDING_A_SIDEWALK",1,"(POOL-AREA QUESTION1)","1996-02-01 00:01:02","1996-02-01 00:01:02","1996-02-01 00:01:03","1996-02-01 00:01:03",1,12.2888582151966,0.999999999999998,"incorrect",1,0,1,0,"Geometry",4,0.1272,"rectangle-area",4,0.0374,"area",4,0.125,"sq_rect-area",4,0.0362,"rectangle-area",4,0.0376,"rectangle-area",4,0.0376,"square-rect-area",4,0.0362,"square-rect-area",4,0.0362,"Single-KC",4,0.1272,"rectangle-area",4,0.0376,"rectangle-area",4,0.0362,66,1,0.0255,"square-rect-area",4,0.0362,9,4,0.031
"2429",2429,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","BUILDING_A_SIDEWALK",1,"(LARGE-RECTANGLE-AREA QUESTION1)","1996-02-01 00:01:03","1996-02-01 00:01:12","1996-02-01 00:01:12","1996-02-01 00:01:12",9,9,0.732528190127071,"correct",0,0,1,0,"Geometry",5,0.1271,"rectangle-area",5,0.0361,"area",5,0.1247,"sq_rect-area",5,0.0354,"rectangle-area",5,0.0363,"rectangle-area",5,0.0363,"square-rect-area",5,0.0354,"square-rect-area",5,0.0354,"Single-KC",5,0.1271,"rectangle-area",5,0.0363,"rectangle-area",5,0.0354,82,1,0.0163,"square-rect-area",5,0.0354,9,5,0.0299
"2430",2430,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","BUILDING_A_SIDEWALK",1,"(SIDEWALK-AREA QUESTION1)","1996-02-01 00:01:12","1996-02-01 00:01:20","1996-02-01 00:01:20","1996-02-01 00:01:20",8,8,0.625191735568108,"correct",0,0,1,0,"Geometry",6,0.1271,"compose-by-addition",1,0.1103,"compose-by-addition",1,0.1291,"compose-by-addition",1,0.1107,"compose-by-addition",1,0.1107,"compose-by-addition",1,0.1107,"compose-by-addition",1,0.1107,"compose-by-addition",1,0.1107,"Single-KC",6,0.1271,"compose-by-addition",1,0.1107,"compose-by-addition",1,0.1107,92,1,0.0899,"compose-by-addition",1,0.1107,4,1,0.1133
"2431",2431,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","BUILDING_A_SIDEWALK",1,"(POOL-AREA QUESTION2)","1996-02-01 00:01:20","1996-02-01 00:02:12","1996-02-01 00:02:12","1996-02-01 00:02:12",52,52,0.672746668846346,"correct",0,0,1,0,"Geometry",7,0.1271,"rectangle-area",6,0.0349,"area",6,0.1245,"sq_rect-area",6,0.0346,"rectangle-area",6,0.0351,"rectangle-area",6,0.0351,"square-rect-area",6,0.0346,"square-rect-area",6,0.0346,"Single-KC",7,0.1271,"rectangle-area",6,0.0351,"rectangle-area",6,0.0346,128,1,0.00750000000000001,"square-rect-area",6,0.0346,9,6,0.0288
"2432",2432,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","BUILDING_A_SIDEWALK",1,"(POOL-AREA QUESTION3)","1996-02-01 00:02:12","1996-02-01 00:02:18","1996-02-01 00:02:18","1996-02-01 00:02:18",6,6,0.869949022485024,"correct",0,0,1,0,"Geometry",8,0.1271,"rectangle-area",7,0.0337,"area",7,0.1242,"sq_rect-area",7,0.0338,"rectangle-area",7,0.0339,"rectangle-area",7,0.0339,"square-rect-area",7,0.0338,"square-rect-area",7,0.0338,"Single-KC",8,0.1271,"rectangle-area",7,0.0339,"rectangle-area",7,0.0338,122,1,0.016,"square-rect-area",7,0.0338,9,7,0.0278
"2433",2433,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","BUILDING_A_SIDEWALK",1,"(LARGE-RECTANGLE-AREA QUESTION2)","1996-02-01 00:02:18","1996-02-01 00:02:23","1996-02-01 00:02:23","1996-02-01 00:02:23",5,5,1.21155482900738,"correct",0,0,1,0,"Geometry",9,0.127,"rectangle-area",8,0.0326,"area",8,0.124,"sq_rect-area",8,0.0331,"rectangle-area",8,0.0327,"rectangle-area",8,0.0327,"square-rect-area",8,0.0331,"square-rect-area",8,0.0331,"Single-KC",9,0.127,"rectangle-area",8,0.0327,"rectangle-area",8,0.0331,111,1,0,"square-rect-area",8,0.0331,9,8,0.0268
"2434",2434,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","BUILDING_A_SIDEWALK",1,"(LARGE-RECTANGLE-AREA QUESTION3)","1996-02-01 00:02:23","1996-02-01 00:02:28","1996-02-01 00:02:28","1996-02-01 00:02:28",5,5,1.69232012093665,"correct",0,0,1,0,"Geometry",10,0.127,"rectangle-area",9,0.0315,"area",9,0.1237,"sq_rect-area",9,0.0323,"rectangle-area",9,0.0316,"rectangle-area",9,0.0316,"square-rect-area",9,0.0323,"square-rect-area",9,0.0323,"Single-KC",10,0.127,"rectangle-area",9,0.0316,"rectangle-area",9,0.0323,32,1,0.0163,"square-rect-area",9,0.0323,9,9,0.0259
"2435",2435,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","BUILDING_A_SIDEWALK",1,"(SIDEWALK-AREA QUESTION2)","1996-02-01 00:02:28","1996-02-01 00:02:33","1996-02-01 00:02:33","1996-02-01 00:02:33",5,5,2.30700093079607,"correct",0,0,1,0,"Geometry",11,0.127,"compose-by-addition",2,0.1103,"compose-by-addition",2,0.1291,"compose-by-addition",2,0.1107,"compose-by-addition",2,0.1107,"compose-by-addition",2,0.1107,"compose-by-addition",2,0.1107,"compose-by-addition",2,0.1107,"Single-KC",11,0.127,"compose-by-addition",2,0.1107,"compose-by-addition",2,0.1107,17,1,0.0215,"compose-by-addition",2,0.1107,4,2,0.1133
"2436",2436,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","BUILDING_A_SIDEWALK",1,"(SIDEWALK-AREA QUESTION3)","1996-02-01 00:02:33","1996-02-01 00:02:42","1996-02-01 00:02:42","1996-02-01 00:02:42",9,9,3.05035329110887,"correct",0,0,1,0,"Geometry",12,0.127,"compose-by-addition",3,0.1103,"compose-by-addition",3,0.1291,"compose-by-addition",3,0.1107,"compose-by-addition",3,0.1107,"compose-by-addition",3,0.1107,"compose-by-addition",3,0.1107,"compose-by-addition",3,0.1107,"Single-KC",12,0.127,"compose-by-addition",3,0.1107,"compose-by-addition",3,0.1107,33,1,0.0076,"compose-by-addition",3,0.1107,4,3,0.1133
"2437",2437,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","PARALLELOGRAM_ABDE",1,"(AREA QUESTION1)","1996-02-01 00:02:53","1996-02-01 00:02:53","1996-02-01 00:02:53","1996-02-01 00:02:53",0,0,3.91713323439831,"correct",0,0,1,0,"Geometry",13,0.1269,"parallelogram-area",1,0.0455,"area",10,0.1234,"parallelogram-area",1,0.0457,"parallelogram-area",1,0.0457,"parallelogram-area",1,0.0457,"parallelogram-area",1,0.0457,"parallelogram-area",1,0.0457,"Single-KC",13,0.1269,"parallelogram-area",1,0.0457,"parallelogram-area",1,0.0457,62,1,0.0191,"parallelogram-area",1,0.0457,5.95907023377316,2.98637542414489,0.0757156878586372
"2438",2438,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","PARALLELOGRAM_ABDE",1,"(HEIGHT QUESTION2)","1996-02-01 00:02:53","1996-02-01 00:02:57","1996-02-01 00:02:57","1996-02-01 00:02:57",4,4,4.9020967931876,"correct",0,0,1,0,"Geometry",14,0.1269,"parallelogram-area",2,0.0455,"area",11,0.1232,"parallelogram-area",2,0.0457,"parallelogram-area",2,0.0457,"parallelogram-area",2,0.0457,"parallelogram-area",2,0.0457,"parallelogram-area",2,0.0457,"Single-KC",14,0.1269,"parallelogram-area",2,0.0457,"parallelogram-area",2,0.0457,48,1,0.0311,"parallelogram-area",2,0.0457,7,1,0.0533
"2439",2439,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","PARALLELOGRAM_ABDE",1,"(BASE QUESTION3)","1996-02-01 00:02:57","1996-02-01 00:03:02","1996-02-01 00:03:03","1996-02-01 00:03:03",6,2.8015019948895,6,"incorrect",1,0,1,0,"Geometry",15,0.1269,"parallelogram-area",3,0.0455,"area",12,0.1229,"parallelogram-area",3,0.0457,"parallelogram-area",3,0.0457,"parallelogram-area",3,0.0457,"parallelogram-area",3,0.0457,"parallelogram-area",3,0.0457,"Single-KC",15,0.1269,"parallelogram-area",3,0.0457,"parallelogram-area",3,0.0457,125,1,0.0437,"parallelogram-area",3,0.0457,7,2,0.0533
"2440",2440,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","SQUARE_ABCD",1,"(AREA QUESTION1)","1996-02-01 00:03:11","1996-02-01 00:03:11","1996-02-01 00:03:11","1996-02-01 00:03:11",0,-1.77635683940025e-15,7.18400372897889,"correct",0,0,1,0,"Geometry",16,0.1269,"square-area",1,0.0255,"area",13,0.1227,"sq_rect-area",10,0.0316,"square-area",1,0.0255,"square-area",1,0.0255,"square-rect-area",10,0.0316,"square-rect-area",10,0.0316,"Single-KC",16,0.1269,"square-area",1,0.0255,"rectangle-area",10,0.0316,106,1,0,"square-rect-area",10,0.0316,9,10,0.025
"2441",2441,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","SQUARE_ABCD",1,"(HEIGHT QUESTION2)","1996-02-01 00:03:11","1996-02-01 00:03:15","1996-02-01 00:03:15","1996-02-01 00:03:15",4,4,8.34088822074831,"correct",0,0,1,0,"Geometry",17,0.1269,"square-area",2,0.0255,"area",14,0.1224,"sq_rect-area",11,0.0309,"square-area",2,0.0255,"square-area",2,0.0255,"square-rect-area",11,0.0309,"square-rect-area",11,0.0309,"Single-KC",17,0.1269,"square-area",2,0.0255,"rectangle-area",11,0.0309,42,1,0.0091,"square-rect-area",11,0.0309,9,11,0.0241
"2442",2442,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","SQUARE_ABCD",1,"(BASE QUESTION3)","1996-02-01 00:03:15","1996-02-01 00:03:19","1996-02-01 00:03:19","1996-02-01 00:03:19",4,4,9.33583855755245,"correct",0,0,1,0,"Geometry",18,0.1268,"square-area",3,0.0254,"area",15,0.1221,"sq_rect-area",12,0.0302,"square-area",3,0.0255,"square-area",3,0.0255,"square-rect-area",12,0.0302,"square-rect-area",12,0.0302,"Single-KC",18,0.1268,"square-area",3,0.0255,"rectangle-area",12,0.0302,50,1,0.0091,"square-rect-area",12,0.0302,9,12,0.0232
"2443",2443,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","PAINTING_THE_WALL",1,"(DOOR-AREA QUESTION2)","1996-02-01 00:03:30","1996-02-01 00:03:30","1996-02-01 00:03:30","1996-02-01 00:03:30",0,0,10.0340398216355,"correct",0,0,1,0,"Geometry",19,0.1268,"rectangle-area",10,0.0304,"area",16,0.1219,"sq_rect-area",13,0.0295,"rectangle-area",10,0.0305,"rectangle-area",10,0.0305,"square-rect-area",13,0.0295,"square-rect-area",13,0.0295,"Single-KC",19,0.1268,"rectangle-area",10,0.0305,"rectangle-area",13,0.0295,18,1,0.0168,"square-rect-area",13,0.0295,9.13112850849593,13.4027912549438,0.0166405587994217
